0,1,id,date,price,bedrooms,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,lat,long,yr_renovated_new,yr_built_new,renovated
mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean
2.4933257,3.6737049,4610007769.633071,2014-11-01 02:45:01.929949952,484800.7,3.2979509173218964,15218.120443173695,1.6633309,0.0,0.0058375029783178465,2.9836788182034786,2031.2456,6.4841553490588515,47.54478,-122.17107,41.56993090302597,43.64486538003336,0.03883726471289016
14.422491,9.965104,4662492930.112299,2014-11-01 23:30:13.875262720,652367.06,3.5702522775052556,16667.861247372108,1.399527,0.0,0.7426419060967063,3.141906096706377,1743.7769,667.6860546601262,47.581234,-122.24369,50.28468815697267,55.029607568325154,0.07533286615276805
6.4082913,16.491787,4429367732.170055,2014-10-27 23:30:43.253234688,506462.22,2.837338262476895,1604.1312384473197,2.990758,0.0,0.0073937153419593345,3.0,1547.1053,28.295748613678374,47.665104,-122.33943,18.00924214417745,18.00924214417745,0.0
-7.536852,5.4617114,4490511599.668712,2014-10-30 22:49:19.509202432,1661876.0,3.3006134969325154,25371.828220858893,1.6411043,1.0,3.766871165644172,3.5337423312883436,2473.043,701.0429447852761,47.537365,-122.2816,51.79141104294479,62.809815950920246,0.25766871165644173
18.269821,2.4433827,4527817034.246909,2014-10-21 09:33:37.582417664,561910.5,3.5913461538461537,12751.141483516483,1.1557349,0.0,0.032280219780219783,4.267857142857143,1404.904,778.3646978021978,47.578556,-122.2562,71.35027472527473,71.98866758241758,0.01304945054945055
10.91986,-1.6278732,4392317888.500547,2014-10-25 23:01:42.407002368,439401.66,3.151531728665208,16172.757658643326,1.315372,0.0,0.010940919037199124,4.187910284463895,1630.4576,1.2179978118161925,47.530975,-122.2124,65.90809628008753,66.76039387308533,0.02024070021881838
7.845213,5.2646165,8350981518.196721,2014-11-04 07:28:31.475409920,482339.2,2.0491803278688523,4887.0327868852455,1.0,0.0,0.0,3.0,1542.7867,1.0,47.702583,-122.02343,19.737704918032787,19.737704918032787,0.0
